question,hops,cypher_query,thinking,context,split
"Ai là người làm việc trong cùng lĩnh vực với những người đã nhận giải thưởng ""Nobel Vật lý""?",4,"MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who works in the same field as people who received the ""Nobel Prize in Physics"" award?'
Step 2: Identify entities: 'Nobel Prize in Physics' (Award), 'people' (Person), 'same field' (Field). Intent: Find people.
Step 3: Map 'Nobel Prize in Physics' to `Award.name`. Map 'people who received' to `Person` -[:RECEIVED]-> `AwardStatement` -[:IS_INSTANCE_OF]-> `Award`. Map 'works in the same field' to `Person` -[:WORKS_IN_FIELD]-> `Field` <-[:WORKS_IN_FIELD]- `Person`.
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
"Ai đã phát triển công trình ""rational and utility-maximizing human behavior""?",1,"MATCH (nw:Notable_Work {name: ""rational and utility-maximizing human behavior""})<-[:DEVELOPED]-(p:Person) RETURN p.name","Step 1: Translate to English: 'Who developed the work ""rational and utility-maximizing human behavior""?'
Step 2: Identify entity 'rational and utility-maximizing human behavior' (Notable_Work) and intent 'who developed'.
Step 3: Map 'developed' to relationship 'DEVELOPED' and 'who' to Person node.
Step 4: Construct MATCH (nw:Notable_Work {name: 'rational and utility-maximizing human behavior'})<-[:DEVELOPED]-(p:Person) RETURN p.name.","Relevant Nodes:
""Notable_Work"": properties: [""name"", ""description""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)",train
Có bao nhiêu người làm việc trong cùng lĩnh vực với những người đã nhận Giải thưởng Khoa học Kinh tế của Ngân hàng Thụy Điển tưởng nhớ Alfred Nobel?,4,"MATCH (a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'How many people work in the same field as those who received the Prize in Economic Sciences in Memory of Alfred Nobel?'
Step 2: Identify entities: 'Prize in Economic Sciences in Memory of Alfred Nobel', 'people', 'field'. Identify intent: count people working in the same field.
Step 3: Map keywords: 'Prize in Economic Sciences in Memory of Alfred Nobel' -> 'Award' node with name property.
'people' -> 'Person' node.
'work in the same field' -> ':WORKS_IN_FIELD' relationship to 'Field' node.
'received' -> ':RECEIVED' relationship.
Step 4: Construct MATCH (a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN count(p2).","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Gabriel García Márquez là công dân nước nào?,1,"MATCH (p:Person {name: ""Gabriel García Márquez""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What country is Gabriel García Márquez a citizen of?'
Step 2: Identify entity 'Gabriel García Márquez' and intent 'citizenship country'.
Step 3: Map entity 'Gabriel García Márquez' to node 'Person' with property 'name'. Map intent 'citizenship country' to relationship 'IS_CITIZEN_OF' and node 'Country' with property 'name'.
Step 4: Construct MATCH (p:Person {name: ""Gabriel García Márquez""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Takaaki Kajita là người nước nào?,1,"MATCH (p:Person {name: ""Takaaki Kajita""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Which country is Takaaki Kajita from?'
Step 2: Identify entity 'Takaaki Kajita' (a Person) and intent to find their country.
Step 3: Map 'Takaaki Kajita' to Person.name, 'country' to Country.name, and 'is from' to the IS_CITIZEN_OF relationship.
Step 4: Construct MATCH (p:Person {name: ""Takaaki Kajita""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
"Liệt kê tên của những người đã làm việc trong lĩnh vực mà những người nhận giải thưởng (là một phiên bản của giải thưởng) đã làm việc, biết rằng giải thưởng đó là một phiên bản của ""Nobel Prize in Physics""?",4,"MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'List the names of people who worked in the field that award recipients (which are an instance of an award) worked in, given that the award is an instance of ""Nobel Prize in Physics"".'
Step 2: Identify entities: 'people', 'field', 'award recipients', 'award', 'Nobel Prize in Physics'. Identify intent: list names of people associated with a specific award through a field connection.
Step 3: Map keywords to schema: 'people' -> Person, 'field' -> Field, 'award recipients' -> Person, 'award' -> Award, 'Nobel Prize in Physics' -> Award name, 'worked in' -> WORKS_IN_FIELD, 'award recipients received award' -> RECEIVED, 'award is instance of award' -> IS_INSTANCE_OF.
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Günter Blobel sinh ngày bao nhiêu?,1,"MATCH (p:Person {name: ""Günter Blobel""}) RETURN p.born_on_date","Step 1: Translate to English: 'What date was Günter Blobel born?'
Step 2: Identify entity 'Günter Blobel' and intent 'birth date'.
Step 3: Map 'Günter Blobel' to Person.name and 'birth date' to Person.born_on_date.
Step 4: Construct MATCH (p:Person {name: ""Günter Blobel""}) RETURN p.born_on_date.","Relevant Nodes:
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]",train
Tên các quốc gia của những người đã được trao giải Nobel Hòa bình là gì?,3,"MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What are the names of the countries of the people who received the Nobel Peace Prize?'
Step 2: Identify entities: 'Nobel Peace Prize' (Award name), and intent: find 'country name'.
Step 3: Map keywords: 'Nobel Peace Prize' to `Award.name`, 'received' to `[:RECEIVED]`, 'countries' to `Country` node, 'of the people'/'citizens of' to `[:IS_CITIZEN_OF]` relationship, 'AwardStatement' is connected via `[:IS_INSTANCE_OF]` and `[:RECEIVED]` relationships.
Step 4: Construct the MATCH and RETURN clauses logic: Start by matching the Award node with name 'Nobel Peace Prize'. Then, traverse backwards via `IS_INSTANCE_OF` to `AwardStatement`, then backwards via `RECEIVED` to `Person`, and finally forwards via `IS_CITIZEN_OF` to `Country`. Return the name property of the Country node.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Élie Metchnikoff là công dân của nước nào?,1,"MATCH (p:Person {name: ""Élie Metchnikoff""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What country is Élie Metchnikoff a citizen of?'
Step 2: Identify entity 'Élie Metchnikoff' and intent 'citizenship country'.
Step 3: Map entity 'Élie Metchnikoff' to 'Person' node with property 'name'. Map intent 'citizenship country' to relationship 'IS_CITIZEN_OF' and node 'Country' with property 'name'.
Step 4: Construct MATCH (p:Person {name: ""Élie Metchnikoff""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Klaus von Klitzing sinh ngày bao nhiêu?,1,"MATCH (p:Person {name: ""Klaus von Klitzing""}) RETURN p.born_on_date","Step 1: Translate to English: 'When was Klaus von Klitzing born?'
Step 2: Identify entity 'Klaus von Klitzing' and intent 'birth date'.
Step 3: Map 'Klaus von Klitzing' to property 'name' of node 'Person'. Map 'birth date' to property 'born_on_date'.
Step 4: Construct MATCH (p:Person {name: 'Klaus von Klitzing'}) RETURN p.born_on_date.","Relevant Nodes:
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]",train
René Cassin là công dân của nước nào?,1,"MATCH (p:Person {name: ""René Cassin""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What country is René Cassin a citizen of?'
Step 2: Identify entity 'René Cassin' (a Person) and intent to find the country of citizenship.
Step 3: Map 'René Cassin' to Person.name property, 'citizen of' to IS_CITIZEN_OF relationship, and 'country' to Country node and its name property.
Step 4: Construct MATCH (p:Person {name: ""René Cassin""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Những người làm việc trong lĩnh vực mà những người từng đoạt giải Nobel Vật lý làm việc là ai?,4,"MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people who work in the field that Nobel Prize in Physics laureates work in?'
Step 2: Identify entities: 'Nobel Prize in Physics' (Award), 'field' (Field), 'people' (Person). Intent: Find people working in the same field as Nobel Prize in Physics laureates.
Step 3: Map keywords to schema: 'Nobel Prize in Physics' -> Award name. 'field' -> Field. 'people' -> Person. Relationships: AwardStatement IS_INSTANCE_OF Award, Person RECEIVED AwardStatement, Person WORKS_IN_FIELD Field.
Step 4: Construct MATCH and RETURN clauses: Find AwardStatements for 'Nobel Prize in Physics', then the Persons who received them. Find the Fields these Persons work in. Then find other Persons who work in those same Fields. Return the names of these other Persons. MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Các nhà khoa học từng đoạt Giải Nobel Sinh lý học hoặc Y học làm việc cho tổ chức nào?,3,"MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:EMPLOYED_BY]->(o:Organization) RETURN o.name","Step 1: Translate to English: 'Which organizations do scientists who received the Nobel Prize in Physiology or Medicine work for?'
Step 2: Identify entities 'Nobel Prize in Physiology or Medicine' and 'scientists', and the intent to find the 'organizations' they 'work for'.
Step 3: Map 'Nobel Prize in Physiology or Medicine' to Award node with name property. 'scientists' map to Person nodes. 'work for' maps to EMPLOYED_BY relationship, and 'organizations' map to Organization nodes. The relationship 'received' links Person to AwardStatement, which in turn is an instance of an Award.
Step 4: Construct the MATCH clause: Start from the Award node with the specific name, traverse backward through IS_INSTANCE_OF to AwardStatement, then backward through RECEIVED to Person, and finally forward through EMPLOYED_BY to Organization. The RETURN clause will be for the name property of the Organization node. MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:EMPLOYED_BY]->(o:Organization) RETURN o.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Organization"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:EMPLOYED_BY]->(:Organization)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Ai là người đã thành lập tổ chức và phát triển những công trình đáng chú ý?,4,"MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name","Step 1: Translate to English: 'Who is the person who founded an organization and developed notable works?'
Step 2: Identify the intent to find a Person who has two specific relationships: FOUNDED an Organization and DEVELOPED a Notable_Work.
Step 3: Map 'founded' to the (:Person)-[:FOUNDED]->(:Organization) relationship, 'organization' to the Organization node, 'developed' to the (:Person)-[:DEVELOPED]->(:Notable_Work) relationship, and 'notable works' to the Notable_Work node. The question also implies 'participated in events' from the provided query context, although not directly asked. The intent is to find the Person node 'p' that satisfies these conditions.
Step 4: Construct the MATCH clause to link Person to Organization via FOUNDED and Person to Notable_Work via DEVELOPED. The RETURN clause should include the Person's name, the Organization's name, and the Notable_Work's name, as per the example query. The provided query also includes participation in events, so this should be included in the match as well. The MATCH clause will look for a Person (p) who FOUNDED an Organization (o), DEVELOPED a Notable_Work (nw), and PARTICIPATED_IN an Event (e). The RETURN clause will return p.name, o.name, and nw.name. MATCH (p:Person)-[:FOUNDED]->(o:Organization), (p)-[:DEVELOPED]->(nw:Notable_Work), (p)-[:PARTICIPATED_IN]->(e:Event) RETURN p.name, o.name, nw.name","Relevant Nodes:
""Event"": properties: [""name"", ""date""]
""Notable_Work"": properties: [""name"", ""description""]
""Organization"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)
(:Person)-[:FOUNDED]->(:Organization)
(:Person)-[:PARTICIPATED_IN]->(:Event)",train
